q01,1047.35,327.74,1003.83,294.212,1072.39,271.18,1067.4,306.372
q03,1225.43,602.118,1280.68,564.908,1408.73,592.255,1372.74,601.16
q06,1400.11,65.5211,875.544,64.4858,950.961,64.9405,1039.9,68.3735
q11,1415.96,115.767,1275.39,53.5279,1258.3,59.4982,1217.52,65.3736
q12,883.139,110.813,1004.33,112.665,1125.49,106.584,915.93,110.048
