q01,2136.451,2017.155,2644.588,2052.191
q03,878.416,1037.097,847.774,959.262
q06,588.334,738.427,592.011,513.741
q11,172.535,118.346,132.344,108.148
q12,507.430,512.515,624.817,527.98
